<PARSED TEXT FOR SHEET: 1 / 1 TABS
TAB NAME: ticker_skill_matrix.csv>index,horizon,symbol,adaptive_atr,atr_model_shrinkage,atr_only,conservative_ensemble,current_model,ratio_ridge,residual_boosted,residual_huber,residual_ridge,spread_asymmetry
0,d1,AAPL,0.0066016155628184,0.0406485627561743,0.0,0.0700012850721089,-0.0571665654786819,-0.600386088178746,0.0350355487974253,0.0818968429266491,0.0264318736629995,0.0847400026516623
1,d1,ABBV,0.0043968723231726,0.0373697351698438,0.0,0.0643557247464724,-0.0806138382791201,-0.6028906413944104,0.0471089012740391,0.0863504152554575,-0.0121315574377087,0.0709093099416533
2,d1,ABT,0.0083372546556621,0.0367066489530172,0.0,0.0849559796468422,-0.1282049982567286,-0.6404613619441821,0.0464669347255954,0.0972092410149548,0.0069895348287509,0.0779286736873837
3,d1,ADBE,0.0017728418023472,0.0129543815097751,0.0,0.063100731470605,-0.0942418943159855,-0.6417785678092012,0.031280774370975,0.0928234276104067,0.0245946274894631,0.0774678662257681
4,d1,AMAT,0.003543769770149,0.019510442699069,0.0,0.0248703142873434,-0.0273460068787176,-0.7326160583605559,0.0053021103172243,0.0184926631310426,0.0024199655534378,0.0242065874268796
5,d1,AMD,1.6359136948307373e-05,0.0209193839326787,0.0,0.0388414387727651,0.0276578595157703,-0.7442700896739154,0.0053536043916598,0.0290538379708873,0.0333630596154456,0.0520058896661785
6,d1,AMZN,-0.0005216142932329,0.0383034612140114,0.0,0.0705930663248252,-0.0119662659923325,-0.7064227452701259,0.0198295547333592,0.071451120791076,0.0751421457802475,0.1008091575220275
7,d1,AVGO,0.0037354794250392,0.0288221277227915,0.0,0.0652546785693464,0.0318388850303757,-0.7295356974547496,0.0121358781494915,0.0609064180989257,0.0794499074222649,0.0983791351631864
8,d1,AXP,0.0005031819608378,0.0341032823996266,0.0,0.0534698677713948,-0.0344391998754207,-0.6065504738370786,0.0340318653950751,0.0715178281936418,0.0094961291891993,0.0603822933211442
9,d1,BA,0.0046486888676835,0.0212457224590026,0.0,0.0410949827009531,-0.0666089940301584,-0.6764773121376413,0.0154054937873872,0.0302077510051858,-0.0194480545237412,0.0308737088586211
10,d1,BAC,0.0044944955138228,0.0370879797071596,0.0,0.0712601514587616,-0.0137357504056232,-0.6357944953565728,0.0556950637204298,0.0916833266956727,0.0418218769885464,0.0897645877007529
11,d1,BRK.B,0.0021753821224275,0.0601052522745458,0.0,0.080396052262506,-0.3931819200492064,-0.6495413681987521,0.0508005480219352,0.0923780663886332,-0.0431416579482863,0.0777674313098982
12,d1,CAT,0.0032242029947942,0.0262269091626071,0.0,0.0728245531980343,-0.0366307478484879,-0.6427767584253157,0.0392277147424968,0.0911701449600739,0.0390935690646393,0.0811709199062259
13,d1,COST,-0.0008042633456812,0.0427525171769632,0.0,0.0696368552593731,-0.1211193668455647,-0.587733795849622,0.0518208364557839,0.0960312485697587,-0.008186841042522,0.0680087376187762
14,d1,CRM,0.0040125275906675,0.0130593972699867,0.0,0.0611198790465509,-0.074977636692963,-0.6059305317528976,0.0263954603678415,0.0661482859292554,0.0422412297143518,0.0720011291653258
15,d1,CSCO,0.0075454139151819,0.0271908480492475,0.0,0.0682312342117839,-0.1729931366211801,-0.504008268235467,0.0570063566328915,0.0845337032885633,-0.0063092944452962,0.0670097259396622
16,d1,CVX,0.0003882212716658,0.0358571011720849,0.0,0.048858905480469,-0.060096402021043,-0.646484937144566,0.0338591203352881,0.07086905836961,0.0014848548038376,0.0556368357684119
17,d1,DIS,0.0065479293613086,0.0240286016836015,0.0,0.077748140914342,-0.0760109918522637,-0.5217004919354205,0.0497547373527078,0.0966517453937078,0.0227554478466341,0.0825942246289629
18,d1,GE,0.0067155450520074,0.0246636444250606,0.0,0.0778786530791433,-0.0391267944858939,-0.6407296729178307,0.0359280845080436,0.0882442249832563,0.0537093761952115,0.1010786702522058
19,d1,GOOGL,0.0044112738369753,0.0291133993679066,0.0,0.0644842355365518,-0.0431614749228213,-0.6702940801144168,0.0282450464638405,0.0677187069119209,0.016598387926778,0.0654944099214714
20,d1,GS,0.0033065613027219,0.0360258595052916,0.0,0.0621238058657491,0.023597445321817,-0.6475137877126007,0.0353860809270748,0.0774254672622191,0.028989802057514,0.0800593328301346
21,d1,HD,-0.0040734895283658,0.0525793415734836,0.0,0.0720440356919521,-0.0590311258506051,-0.7315562805996809,0.0404493694530961,0.0634806645551193,0.016279730968735,0.08049338948852
22,d1,IBM,0.0010744380552648,0.0271685836937124,0.0,0.0652095087603139,-0.0708630384146828,-0.5689575420119735,0.0348206532641109,0.0818367647325664,0.0180019236272044,0.0687765377100815
23,d1,INTC,0.0036063689661592,0.0174694281422883,0.0,0.0341933794441191,-0.0413783801562526,-0.6503212710887871,0.0103895649122824,0.0313043778435245,0.0092227320639799,0.0319112312622349
24,d1,INTU,8.695209771303336e-05,0.0253398456570239,0.0,0.0518958017024578,-0.0426305686269006,-0.6460913391316341,0.0276673939163959,0.0632970385870705,0.0242622813789772,0.067404218307404
25,d1,JPM,0.0048847689084744,0.0301014844676164,0.0,0.0733148075177719,-0.1210431002646648,-0.6220821063618602,0.044597678123698,0.0871082058229593,0.0066945896067455,0.0714265025540626
26,d1,KO,0.0035779941584427,0.0611289936704719,0.0,0.074462125862788,-0.4109712261530827,-0.6782840484245529,0.0606420435259899,0.0682002730266173,-0.0363269300634252,0.06389524633342
27,d1,LLY,0.0023828293128735,0.0291038264455191,0.0,0.0633575663300887,-0.0225576487145846,-0.5786717684278804,0.0366022080371857,0.0700040723578304,0.0366137990815511,0.0669224700032908
28,d1,MA,0.0047654632188708,0.0381000388735871,0.0,0.0597296404906342,-0.1868615166030427,-0.5735722477578189,0.0535998873157193,0.0789844430714608,-0.0251122937236936,0.0569546410266685
29,d1,MCD,0.0019864253340571,0.0452463235611574,0.0,0.0732544270705591,-0.2159036979832265,-0.67762038310806,0.0603327404837359,0.0761754676246277,0.0137889977786195,0.066977537047878
30,d1,META,0.0118208932201488,0.0382046025429144,0.0,0.0784991520537441,0.0131038395144558,-0.6631545313050811,0.0301482511722795,0.0817279721503511,0.0525086279701726,0.0950294207558629
31,d1,MRK,0.0018438212889022,0.0253844097379316,0.0,0.0569161200032152,-0.1278318383034065,-0.5996336546191408,0.0298753283204282,0.0591905653365302,0.0075400680067972,0.0568369816751869
32,d1,MS,0.0042123772787852,0.0212459139837597,0.0,0.0568191466030792,-0.0554502051377048,-0.5977287305441032,0.040825502053022,0.066501228375131,0.0064945153630118,0.0564281116148405
33,d1,MSFT,0.0063966072876275,0.0457159208618135,0.0,0.0743700539909908,-0.0751013353186604,-0.5688534546704822,0.0529194097217955,0.0975808440916178,0.027689372274136,0.0853510771068457
34,d1,NFLX,0.0036405397140791,0.0177641321547923,0.0,0.0605953848472451,-0.0611082884478548,-0.6774777332458872,0.0197176630583307,0.0543006936614536,0.0090329230991147,0.0502179453908135
35,d1,NVDA,0.0052516546254162,0.02812207522709,0.0,0.046836809090358,0.0003050718879187,-0.7896330121409421,0.0110730332119822,0.0315653121441794,0.0485021628581006,0.0669449588295759
36,d1,ORCL,0.0050678447532485,0.01744482296614,0.0,0.0735706642614133,-0.0258888064902704,-0.5235296804516492,0.0327263952232587,0.086700323573383,0.0606836957571634,0.0810404189623956
37,d1,PG,-0.0008758755941773,0.0441066887234262,0.0,0.0661163963354081,-0.3463447154084929,-0.6703290020056307,0.0410651613500188,0.0632761747659815,-0.0183521345963055,0.0641869914839192
38,d1,PLTR,0.002304158784626,-0.0054079485248252,0.0,0.058051124316186,-0.1076292310972846,-0.7281933679204362,0.0080927503008552,0.0409150385830197,0.045391038956961,0.063260921630906
39,d1,QCOM,-0.0007347968155089,0.0245448872573902,0.0,0.0545691115659473,-0.0412245767476779,-0.6829786459961475,0.0287531027826449,0.0661288612846766,0.0199167314149415,0.0458305294987073
40,d1,RTX,0.0029571895435285,0.0310380524192679,0.0,0.0714775821833995,-0.1053134377706788,-0.52170806873355,0.0487123984164281,0.0886207786773527,0.0028086015098736,0.0687435070639285
41,d1,TMO,0.0042047275310026,0.0381836656539155,0.0,0.0650883719838241,-0.0386762524690851,-0.6813953853482884,0.0503642276576993,0.079789809887984,0.0005544088958004,0.0658126596934007
42,d1,TSLA,0.0027790138271074,-0.0053293901906077,0.0,0.0596028130935863,-0.0868657296211756,-0.9499341535711456,0.0029689686479996,0.0148430016602386,0.090327530173778,0.0859811069780024
43,d1,TXN,0.004747705405091,0.0402893373340601,0.0,0.0552587913312878,-0.0053054118014199,-0.6148316219112353,0.0224965938175683,0.0580402108453823,0.0269170637995361,0.0683254308086085
44,d1,UBER,0.0034784591342935,0.0360350664216346,0.0,0.0502103014152766,0.0103390501516061,-0.7045988711007094,0.0135683790846684,0.0528417982753616,0.044787283885795,0.0699265418398482
45,d1,UNH,0.0100401981992237,0.0343773024388919,0.0,0.0777292884454374,-0.0389348980788739,-0.4675185446006222,0.0388670998883179,0.1028819190814269,0.0537530431513156,0.0950763145831518
46,d1,V,0.0092235594543363,0.028306049548633,0.0,0.0423440647567124,-0.2447269555037019,-0.5943819189055903,0.0445722567661069,0.0636299673796453,-0.0677301734124824,0.0418463234961399
47,d1,WFC,0.001492564922251,0.0342162121091529,0.0,0.0518495497761827,0.0059982991245621,-0.6894164073548867,0.0363467994580092,0.0630567778965633,0.0009486137938758,0.0626780065531482
48,d1,WMT,0.0091055599670778,0.0393024377706819,0.0,0.0884675915374937,-0.1738846912492591,-0.57038488014166,0.0517776699063649,0.0964595396552716,0.0156018831947759,0.0766694657122649
49,d1,XOM,0.0065838312528978,0.0499054280187749,0.0,0.0645852073237722,0.022611774434012,-0.7121058898476298,0.0478792145134792,0.0702161403352622,0.063283117482489,0.08594865638023
50,w1,AAPL,0.0007350183283741,0.0585202959576742,0.0,0.066092976783226,0.0152618929367002,-0.3455694261816813,0.0205760126620626,0.0981199747799937,0.0428280845465585,0.0848068209983948
51,w1,ABBV,-0.0051385582039276,0.0029777765521595,0.0,0.0324392891384821,-0.1336379822219477,-0.3243540216780276,0.0137691522743803,0.0335570310131438,-0.0763834231030202,0.0055275030564556
52,w1,ABT,0.0043719992837621,0.0189327303937072,0.0,0.0575636842408026,-0.2325098507956611,-0.3627933672317915,0.054896024579658,0.0915001876040045,-0.0450626832254879,0.0532026767258988
53,w1,ADBE,0.0007306051519989,0.0217722424341653,0.0,0.0421474614820114,-0.0509341689976778,-0.3747632814776021,0.0282693943239494,0.0715968221861779,0.0151093141681405,0.0643591917777689
54,w1,AMAT,-0.0020296806773212,0.0597813508405582,0.0,0.0467461200932602,0.0814276184054358,-0.5041011670732223,0.0169956027508731,0.0412803748352235,0.0737988792678279,0.060127425153264
55,w1,AMD,0.000782512045604,0.0439271939423263,0.0,0.0693015294657297,0.0462380132788793,-0.5641870663048507,0.0193616945311049,0.0711829260044684,0.1018146367983113,0.0971347992870411
56,w1,AMZN,0.0040096523565004,0.0426482829253612,0.0,0.0619416768793733,0.0020995889799582,-0.5095900137034663,0.0373187450764038,0.0832070435669269,0.0422500852092384,0.0823652882502289
57,w1,AVGO,0.0001995169964927,0.0494301020568589,0.0,0.0594092404803526,0.0774241564731749,-0.4379719898327121,0.0210875101905756,0.0876495274687063,0.0777785937845265,0.1090528022124437
58,w1,AXP,-0.0009266094202915,0.0535640382234792,0.0,0.0590190592516289,0.0236166897535718,-0.4288970663798201,0.034276079981717,0.0895197073249802,0.0520656466944717,0.0964412273294023
59,w1,BA,0.0002541449959695,0.0311337408132826,0.0,0.03209391254559,-0.0156764267845732,-0.5017009105991626,0.0233050086687581,0.046861262363726,0.0155927525597929,0.0414269898658465
60,w1,BAC,0.0039090752954602,0.0567450191671196,0.0,0.0718478152980561,0.0380066567126075,-0.4370086637966692,0.0599461320020845,0.1191369206272192,0.0633941819173943,0.1065688111840427
61,w1,BRK.B,-0.0010254773188129,0.0359085071697754,0.0,0.0220982071368009,-0.4014444543155857,-0.3582758697700723,0.0013839284230625,0.0211382541772554,-0.0907602559999751,0.0252254413224849
62,w1,CAT,0.002301936713502,0.0499865984070767,0.0,0.0875247778917639,0.0471272886192702,-0.3948023994676737,0.0530708295014104,0.1273182605842475,0.1006924029684492,0.1284758731807427
63,w1,COST,-0.0023163484679427,0.0559644239976439,0.0,0.0567015593301205,-0.0838741720437938,-0.4042621750674722,0.0301148835454475,0.1017427855373206,0.0076925743610911,0.0766507837046418
64,w1,CRM,-0.0038462359271274,0.0353951759665704,0.0,0.0648065299934048,-0.0006986941146454,-0.3820677663933367,0.0375121944461309,0.0812999035715121,0.0782196843323512,0.0981571937975352
65,w1,CSCO,0.0024931606640022,0.0500348632313412,0.0,0.0765464799943551,-0.135776416515569,-0.2418583659218962,0.0525642336327486,0.0802144648611498,-0.0069020809307411,0.0797345637321234
66,w1,CVX,-0.000609252030203,0.0534006852469853,0.0,0.0802380772443267,-0.040651462951579,-0.4476304440101251,0.055249592522298,0.0969163750664946,0.0474452906660364,0.0975057785114372
67,w1,DIS,0.0018106636604391,0.0206934311290962,0.0,0.054109783166244,-0.0763736462821407,-0.2547601981184808,0.0399606374913904,0.0959234320098345,0.0166668505882112,0.0813617066268382
68,w1,GE,0.0035582792997782,0.0383968495556574,0.0,0.0727649648577177,-0.0148426861944495,-0.40538434599828,0.0426621275233115,0.1181955830422311,0.0820279157541535,0.1201591738256903
69,w1,GOOGL,0.0056423095424916,0.0493933746389113,0.0,0.0846210370448664,0.025810880617016,-0.4899862500521676,0.0384187850940767,0.1150783314417532,0.1059293878865613,0.129615552585725
70,w1,GS,0.0036525646663231,0.0510475097469887,0.0,0.0720894240909333,0.0259106396602423,-0.4556617624752062,0.0560063326593601,0.0897300474389828,0.0428497697115431,0.0942772649599132
71,w1,HD,0.0012582933786072,0.0669626612784303,0.0,0.0686547706048033,-0.0137797049826764,-0.509863925190883,0.0499326792014674,0.0969254503329185,0.0544345425844531,0.0950660557406288
72,w1,IBM,-0.0012530288087679,0.0479707331979777,0.0,0.0524552320574162,-0.0121594900504899,-0.377814216998753,0.0340653870922158,0.0620908048036397,0.0308593020821537,0.0542972766305135
73,w1,INTC,0.0006515892237055,0.0354024317542402,0.0,0.0440301506874299,0.0395192397539826,-0.381226586748749,0.0236551361527771,0.0615065661968696,0.046494487744946,0.0775050357759401
74,w1,INTU,0.0018487486652953,0.0074839891669451,0.0,0.017315027348345,-0.0373642686674431,-0.4297720898586885,0.0139619768221167,0.0386547284854713,0.0124904799376349,0.0468402021561975
75,w1,JPM,0.0035193481926401,0.0504271351077777,0.0,0.0655901440821493,-0.080276486244688,-0.387718199750557,0.0350862093045127,0.1098451008188119,0.0434385190381567,0.0861481302123704
76,w1,KO,0.005764157027012,0.0178047449123702,0.0,0.0403433037443313,-0.5982424202120973,-0.4809530089793654,0.0244319023664413,0.0329570159376961,-0.1043050040770137,0.0259758806689287
